Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams
TE,Todd Heap\HeapTo00,AFC,BAL,23,2,16,16,0,0,0,0,0,3,21,0,57,693,3,1,0.0,0,AP: 2nd Tm
QB,Steve McNair\McNaSt00,AFC,TEN,30,8,14,14,250,400,3215,24,7,38,138,4,1,4,0,0,0.0,0,AP: 2nd Tm
WR,Hines Ward\WardHi00,AFC,PIT,27,5,16,16,0,0,0,0,0,11,61,0,95,1163,10,0,0.0,0,AP: 2nd Tm
LT,Flozell Adams\AdamFl00,NFC,DAL,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RB,Shaun Alexander\AlexSh00,NFC,SEA,26,3,16,15,0,0,0,0,0,326,1435,14,42,295,2,0,0.0,0,
LG,Larry Allen\AlleLa00,NFC,DAL,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
RG,LeCharles Bentley\BentLe00,NFC,NOR,24,1,13,13,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
WR,Anquan Boldin\BoldAn00,NFC,ARI,23,Rook,16,16,0,1,0,0,1,5,40,0,101,1377,8,0,0.0,0,
ROLB,Peter Boulware\BoulPe00,AFC,BAL,29,6,15,14,0,0,0,0,0,0,0,0,0,0,0,42,8.5,0,
LILB,Keith Brooking\BrooKe00,NFC,ATL,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,126,0.0,0,
LG,Ruben Brown\BrowRu00,AFC,BUF,31,8,15,15,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
QB,Marc Bulger\BulgMa00,NFC,STL,26,1,15,15,336,532,3845,22,22,29,75,4,0,0,0,0,0.0,0,
SS,Corey Chavous\ChavCo00,NFC,MIN,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,75,0.0,8,
RLB,Dexter Coakley\CoakDe00,NFC,DAL,31,6,16,16,0,0,0,0,0,0,0,0,0,0,0,74,1.0,1,
WR,Laveranues Coles\ColeLa00,NFC,WAS,26,3,16,16,0,0,0,0,0,10,39,0,82,1204,6,0,0.0,0,
QB,Daunte Culpepper\CulpDa00,NFC,MIN,26,4,14,14,295,454,3479,25,11,73,422,4,0,0,0,0,0.0,0,
RB,Stephen Davis\DaviSt00,NFC,CAR,29,7,14,14,0,0,0,0,0,318,1444,8,14,159,0,0,0.0,0,
LDE,Shaun Ellis\ElliSh00,AFC,NYJ,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,48,12.5,0,
C,Mike Flanagan\FlanMi00,NFC,GNB,30,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
TE,Bubba Franks\FranBu00,NFC,GNB,25,3,16,15,0,0,0,0,0,0,0,0,30,241,4,0,0.0,0,
RDE,Kabeer Gbaja-Biamila\GbajKa20,NFC,GNB,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,36,10.0,0,
QB,Trent Green\GreeTr00,AFC,KAN,33,6,16,16,330,523,4039,24,12,26,83,2,0,0,0,0,0.0,0,
NT,Casey Hampton\HampCa00,AFC,PIT,26,2,16,16,0,0,0,0,0,0,0,0,0,0,0,27,1.0,0,
QB,Matt Hasselbeck\HassMa00,NFC,SEA,28,4,16,16,313,513,3841,26,15,36,125,2,0,0,0,0,0.0,0,
LT,Brad Hopkins\HopkBr00,AFC,TEN,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
C,Olin Kreutz\KreuOl00,NFC,CHI,26,5,16,16,0,0,0,0,0,0,0,0,1,-8,0,0,0.0,0,
FS,Brock Marion\MariBr00,AFC,MIA,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,57,0.0,3,
WR,Derrick Mason\MasoDe00,AFC,TEN,29,6,16,16,0,0,0,0,0,3,11,0,95,1303,8,0,0.0,0,
C,Kevin Mawae\MawaKe00,AFC,NYJ,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
WR,Keenan McCardell\McCaKe00,NFC,TAM,33,11,16,16,0,0,0,0,0,0,0,0,84,1174,8,0,0.0,0,
RDE,Willie McGinest\McGiWi00,AFC,NWE,32,9,14,11,0,0,0,0,0,0,0,0,0,0,0,46,5.5,1,
QB,Donovan McNabb\McNaDo00,NFC,PHI,27,4,16,16,275,478,3216,16,11,71,355,3,1,-7,0,0,0.0,0,
WR,Terrell Owens\OwenTe00,NFC,SFO,30,7,15,15,0,0,0,0,0,3,-2,0,80,1102,9,0,0.0,0,
RB,Clinton Portis\PortCl00,AFC,DEN,22,1,13,13,0,0,0,0,0,290,1591,14,38,314,0,0,0.0,0,
FB,Tony Richardson\RichTo00,AFC,KAN,32,8,16,10,0,0,0,0,0,24,60,0,12,76,0,0,0.0,0,
RDE,Mike Rucker\RuckMi20,NFC,CAR,28,4,14,14,0,0,0,0,0,0,0,0,0,0,0,48,12.0,1,
RDT,Warren Sapp\SappWa00,NFC,TAM,31,8,15,15,0,0,0,0,0,0,0,0,4,39,2,37,5.0,0,
TE,Jeremy Shockey\ShocJe00,NFC,NYG,23,1,9,9,0,0,0,0,0,0,0,0,48,535,2,0,0.0,0,
LDT,Corey Simon\SimoCo00,NFC,PHI,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,33,7.5,0,
,Gary Stills\StilGa00,AFC,KAN,29,4,16,0,0,0,0,0,0,0,0,0,0,0,0,38,3.0,0,
MLB,Brian Urlacher\UrlaBr00,NFC,CHI,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,86,2.5,0,
LCB,Troy Vincent\VincTr00,NFC,PHI,33,11,13,13,0,0,0,0,0,0,0,0,0,0,0,49,0.0,3,
FS,Aeneas Williams\WillAe00,NFC,STL,35,12,16,16,0,0,0,0,0,0,0,0,0,0,0,60,1.0,4,
MLB,Al Wilson\WilsAl00,AFC,DEN,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,70,1.0,0,
FS,Jerome Woods\WoodJe00,AFC,KAN,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,61,0.0,3,
