Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams
RCB,Ronde Barber\BarbRo00,NFC,TAM,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,59,1.0,10,AP: 1st Tm FW: 1st Tm
LDT,Ted Washington\WashTe01,NFC,CHI,33,10,16,15,0,0,0,0,0,0,0,0,0,0,0,32,1.5,0,AP: 1st Tm SN: 1st Tm
,Jermaine Lewis\LewiJe00,AFC,BAL,27,5,15,2,0,0,0,0,0,9,33,0,4,32,0,,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm
SS,John Lynch\LyncJo00,NFC,TAM,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,63,1.0,3,PFW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm
LDT,Sam Adams\AdamSa00,AFC,BAL,28,7,14,14,0,0,0,0,0,0,0,0,0,0,0,18,2.0,0,PFW: 1st Tm All-Conf. FW: 1st Tm
WR,Troy Brown\BrowTr00,AFC,NWE,30,8,16,13,0,0,0,0,0,11,91,0,101,1199,5,0,0.0,0,PFW: 1st Tm All-Conf. FW: 1st Tm
SS,Rodney Harrison\HarrRo01,AFC,SDG,29,7,14,14,0,0,0,0,0,0,0,0,0,0,0,91,3.5,2,PFW: 1st Tm All-Conf. SN: 1st Tm
RB,Priest Holmes\HolmPr00,AFC,KAN,28,4,16,16,0,0,0,0,0,327,1555,8,62,614,2,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm
LT,Walter Jones\JoneWa00,AFC,SEA,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm
,Larry Whigham\WhigLa00,NFC,CHI,29,7,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0.0,0,PFW: 1st Tm All-Conf. FW: 1st Tm
LCB,Charles Woodson\WoodCh00,AFC,OAK,25,3,16,15,0,0,0,0,0,0,0,0,0,0,0,40,2.0,1,PFW: 1st Tm All-Conf. SN: 1st Tm
LLB,LaVar Arrington\ArriLa00,NFC,WAS,23,1,14,14,0,0,0,0,0,0,0,0,0,0,0,82,0.5,3,PFW: 1st Tm All-Conf. AP: 2nd Tm
RLB,Derrick Brooks\BrooDe00,NFC,TAM,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,80,0.0,3,PFW: 1st Tm All-Conf. AP: 2nd Tm
LG,Ray Brown\BrowRa00,NFC,SFO,39,15,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
RB,Ahman Green\GreeAh00,NFC,GNB,24,3,16,16,0,0,0,0,0,304,1387,9,62,594,2,1,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
WR,Marvin Harrison\HarrMa00,AFC,IND,29,5,16,16,0,0,0,0,0,1,3,0,109,1524,15,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
,Shane Lechler\LechSh20,AFC,OAK,25,1,16,0,0,0,0,0,0,1,2,0,0,0,0,2,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
RCB,Sam Madison\MadiSa00,AFC,MIA,27,4,13,13,0,0,0,0,0,0,0,0,0,0,0,18,0.0,2,PFW: 1st Tm All-Conf. AP: 2nd Tm
WR,Rod Smith\SmitRo01,AFC,DEN,31,6,15,14,0,0,0,0,0,3,27,0,113,1343,11,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
LCB,Troy Vincent\VincTr00,NFC,PHI,31,9,15,15,0,0,0,0,0,0,0,0,0,0,0,58,1.5,3,PFW: 1st Tm All-Conf. AP: 2nd Tm
LDE,Marcellus Wiley\WileMa00,AFC,SDG,27,4,14,14,0,0,0,0,0,0,0,0,0,0,0,38,13.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
LDT,Bryant Young\YounBr00,NFC,SFO,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,33,3.5,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
,Jason Elam\elamxjas01,AFC,DEN,31,8,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
QB,Rich Gannon\GannRi00,AFC,OAK,36,14,16,16,361,549,3828,27,9,63,231,2,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
,Ian Gold\GoldIa00,AFC,DEN,23,1,16,0,0,0,0,0,0,0,0,0,0,0,0,37,3.0,0,PFW: 1st Tm All-Conf.
C,Olin Kreutz\KreuOl00,NFC,CHI,24,3,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf.
SS,Lawyer Milloy\MillLa00,AFC,NWE,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,77,3.0,2,PFW: 1st Tm All-Conf.
LCB,Deltha O'Neal\ONeaDe00,AFC,DEN,24,1,16,16,0,0,0,0,0,0,0,0,0,0,0,62,0.0,9,PFW: 1st Tm All-Conf.
LDE,Robert Porcher\PorcRo00,NFC,DET,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,45,11.0,0,PFW: 1st Tm All-Conf.
RDT,John Randle\RandJo00,AFC,SEA,34,11,15,14,0,0,0,0,0,0,0,0,0,0,0,28,11.0,0,PFW: 1st Tm All-Conf.
LT,Chris Samuels\SamuCh00,NFC,WAS,24,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
RG,Will Shields\ShieWi00,AFC,KAN,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
TE,Wesley Walls\WallWe00,NFC,CAR,35,12,14,14,0,0,0,0,0,0,0,0,43,452,5,0,0.0,0,PFW: 1st Tm All-Conf.
RILB,Kendrell Bell\BellKe20,AFC,PIT,23,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,69,9.0,0,AP: 2nd Tm
QB,Brett Favre\FavrBr00,NFC,GNB,32,10,16,16,314,510,3921,32,15,38,56,1,0,0,0,,0.0,0,AP: 2nd Tm
RT,Lincoln Kennedy\KennLi00,AFC,OAK,30,8,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 2nd Tm
SS,Sammy Knight\KnigSa00,NFC,NOR,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,80,1.0,6,AP: 2nd Tm
RDT,Trevor Pryce\PrycTr00,AFC,DEN,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,34,7.0,0,AP: 2nd Tm
MLB,Zach Thomas\ThomZa01,AFC,MIA,28,5,15,15,0,0,0,0,0,0,0,0,0,0,0,95,3.0,2,AP: 2nd Tm
RG,Adam Timmerman\TimmAd20,NFC,STL,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 2nd Tm
MLB,Jeremiah Trotter\TrotJe00,NFC,PHI,24,3,16,16,0,0,0,0,0,0,0,0,0,0,0,93,3.5,2,AP: 2nd Tm
RT,James Williams\WillJa03,NFC,CHI,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 2nd Tm
FB,Mike Alstott\AlstMi00,NFC,TAM,28,5,16,16,0,0,0,0,0,165,680,10,35,231,1,0,0.0,0,
RLB,Jessie Armstead\ArmsJe00,NFC,NYG,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,64,1.5,0,
LCB,Champ Bailey\BailCh00,NFC,WAS,23,2,16,16,0,0,0,0,0,0,0,0,0,0,0,49,0.0,3,
RB,Jerome Bettis\BettJe00,AFC,PIT,29,8,11,11,1,2,32,1,0,225,1072,4,8,48,0,0,0.0,0,
C,Matt Birk\BirkMa00,NFC,MIN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
QB,Tom Brady\BradTo00,AFC,NWE,24,1,15,14,264,413,2843,18,12,36,43,0,1,23,0,0,0.0,0,
MLB,Keith Brooking\BrooKe00,NFC,ATL,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,102,3.5,2,
LG,Ruben Brown\BrowRu00,AFC,BUF,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
WR,Tim Brown\BrowTi00,AFC,OAK,35,13,16,16,0,0,0,0,0,4,39,0,91,1165,9,0,0.0,0,
WR,Isaac Bruce\BrucIs00,NFC,STL,29,7,16,16,0,0,0,0,0,4,23,0,64,1106,6,0,0.0,0,
TE,Dwayne Carswell\CarsDw00,AFC,DEN,29,7,16,16,0,0,0,0,0,0,0,0,34,299,4,0,0.0,0,
FB,Larry Centers\CentLa00,AFC,BUF,33,11,16,13,0,0,0,0,0,34,160,2,80,620,2,0,0.0,0,
TE,Byron Chamberlain\ChamBy00,NFC,MIN,30,6,16,15,0,0,0,0,0,0,0,0,57,666,3,0,0.0,0,
RLB,Dexter Coakley\CoakDe00,NFC,DAL,29,4,15,15,0,0,0,0,0,0,0,0,0,0,0,75,0.0,2,
TE,Ken Dilger\DilgKe00,AFC,IND,30,6,16,16,1,1,39,1,0,0,0,0,32,343,1,,0.0,0,
RB,Corey Dillon\DillCo00,AFC,CIN,27,4,16,16,0,1,0,0,1,340,1315,10,34,228,3,0,0.0,0,
RDE,Hugh Douglas\DougHu00,NFC,PHI,30,6,15,15,0,0,0,0,0,0,0,0,0,0,0,39,9.5,0,
TE,Bubba Franks\FranBu00,NFC,GNB,23,1,16,14,0,0,0,0,0,0,0,0,36,322,9,0,0.0,0,
QB,Jeff Garcia\GarcJe00,NFC,SFO,31,2,16,16,316,504,3538,32,12,72,254,5,0,0,0,0,0.0,0,
RDT,La'Roi Glover\GlovLa00,NFC,NOR,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,36,8.0,0,
RB,Garrison Hearst\HearGa00,NFC,SFO,30,8,16,16,0,0,0,0,0,252,1206,4,41,347,1,,0.0,0,
WR,Torry Holt\HoltTo00,NFC,STL,25,2,16,14,0,0,0,0,0,2,0,0,81,1363,7,0,0.0,0,
WR,Joe Horn\HornJo00,NFC,NOR,29,5,16,16,0,1,0,0,0,1,4,0,83,1265,9,0,0.0,0,
WR,Keyshawn Johnson\JohnKe00,NFC,TAM,29,5,15,15,0,0,0,0,0,0,0,0,106,1266,1,0,0.0,0,
RDE,Jevon Kearse\KearJe00,AFC,TEN,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,25,10.0,0,
LCB,Ty Law\LawxTy00,AFC,NWE,27,6,16,16,0,0,0,0,0,0,0,0,0,0,0,60,1.0,3,
TE,Chad Lewis\LewiCh00,NFC,PHI,30,4,15,15,0,0,0,0,0,0,0,0,41,422,6,0,0.0,0,
C,Bruce Matthews\MattBr00,AFC,TEN,40,18,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
QB,Donovan McNabb\McNaDo00,NFC,PHI,25,2,16,16,285,493,3233,25,12,82,482,2,0,0,0,0,0.0,0,
RCB,Ryan McNeil\McNeRy20,AFC,SDG,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,64,0.0,8,
C,Jeremy Newberry\NewbJe00,NFC,SFO,25,2,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RLB,Junior Seau\SeauJu00,AFC,SDG,32,11,16,16,0,0,0,0,0,0,0,0,0,0,0,84,1.0,1,
TE,Shannon Sharpe\SharSh00,AFC,BAL,33,11,16,15,0,0,0,0,0,0,0,0,73,811,2,,0.0,0,
WR,Jimmy Smith\SmitJi00,AFC,JAX,32,9,16,16,0,0,0,0,0,1,-3,0,112,1373,8,,0.0,0,
QB,Kordell Stewart\StewKo00,AFC,PIT,29,6,16,16,266,442,3109,14,11,96,537,5,0,0,0,0,0.0,0,
RG,Ron Stone\StonRo00,NFC,NYG,30,7,15,15,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
LT,Tra Thomas\ThomTr00,NFC,PHI,27,3,15,15,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
LDT,Gary Walker\WalkGa00,AFC,JAX,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,35,7.5,0,
WR,Hines Ward\WardHi00,AFC,PIT,25,3,16,16,0,1,0,0,0,10,83,0,94,1003,4,0,0.0,0,
MLB,Al Wilson\WilsAl00,AFC,DEN,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,72,3.0,0,
FS,Rod Woodson\WoodRo01,AFC,BAL,36,14,16,16,0,0,0,0,0,0,0,0,0,0,0,56,0.0,3,
