Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams
RDE,Richard Seymour\SeymRi00,AFC,NWE,25,3,15,15,0,0,0,0,0,0,0,0,0,0,0,25,5.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm
RLB,Takeo Spikes\SpikTa00,AFC,BUF,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,63,3.0,5,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm
RDT,Kevin Williams\WillKe98,NFC,MIN,24,1,16,16,0,0,0,0,0,0,0,0,0,0,0,52,11.5,1,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm
,Adam Vinatieri\vinatada01,AFC,NWE,32,8,16,0,1,1,4,1,0,0,0,0,0,0,0,2,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm
LG,Brian Waters\WateBr55,AFC,KAN,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 1st Tm FW: 1st Tm SN: 1st Tm
LCB,Terrence McGee\McGeTe99,AFC,BUF,24,1,16,13,0,0,0,0,0,0,0,0,0,0,0,75,2.0,3,PFW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm SN: 1st Tm
RLB,Derrick Brooks\BrooDe00,NFC,TAM,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,109,3.0,1,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm
WR,Muhsin Muhammad\MuhaMu00,NFC,CAR,31,8,16,16,0,0,0,0,0,3,15,0,93,1405,16,,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm
LT,Willie Roaf\RoafWi00,AFC,KAN,34,11,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm
LCB,Lito Sheppard\ShepLi99,NFC,PHI,23,2,15,15,0,0,0,0,0,0,0,0,0,0,0,52,1.0,5,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm
C,Jeff Hartings\HartJe55,AFC,PIT,32,8,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,AP: 1st Tm SN: 1st Tm
RILB,Ray Lewis\LewiRa00,AFC,BAL,29,8,15,15,0,0,0,0,0,0,0,0,0,0,0,101,1.0,0,AP: 1st Tm SN: 1st Tm
RB,Shaun Alexander\AlexSh00,NFC,SEA,27,4,16,16,0,0,0,0,0,353,1696,16,23,170,4,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm
WR,Marvin Harrison\HarrMa00,AFC,IND,32,8,16,16,0,0,0,0,0,0,0,0,86,1113,15,,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm
RB,Edgerrin James\JameEd00,AFC,IND,26,5,16,16,0,0,0,0,0,334,1548,9,51,483,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm
C,Kevin Mawae\MawaKe00,AFC,NYJ,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm
LCB,Chris McAlister\McAlCh00,AFC,BAL,27,5,15,14,0,0,0,0,0,0,0,0,0,0,0,42,0.0,1,PFW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm
,Larry Izzo\IzzoLa00,AFC,NWE,30,8,16,0,0,0,0,0,0,1,0,0,0,0,0,22,0.0,0,PFW: 1st Tm All-Conf. FW: 1st Tm
RT,Willie Anderson\AndeWi00,AFC,CIN,29,8,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 1st Tm
RCB,Ronde Barber\BarbRo00,NFC,TAM,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,84,3.0,3,AP: 1st Tm
FB,William Henderson\HendWi00,NFC,GNB,33,9,16,8,0,0,0,0,0,0,0,0,34,239,3,9,0.0,0,AP: 1st Tm
LT,Orlando Pace\PaceOr00,NFC,STL,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,SN: 1st Tm
RB,LaDainian Tomlinson\TomlLa00,AFC,SDG,25,3,15,15,1,2,38,0,0,339,1335,17,53,441,1,0,0.0,0,AP: 1st Tm
RDE,Bertrand Berry\BerrBe99,NFC,ARI,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,40,14.5,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
LLB,Keith Brooking\BrooKe00,NFC,ATL,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,86,2.5,3,PFW: 1st Tm All-Conf. AP: 2nd Tm
LG,Steve Hutchinson\HutcSt00,NFC,SEA,27,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
LT,Jonathan Ogden\OgdeJo00,AFC,BAL,30,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
SS,Troy Polamalu\PolaTr99,AFC,PIT,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,68,1.0,5,PFW: 1st Tm All-Conf. AP: 2nd Tm
ROLB,Joey Porter\PortJo00,AFC,PIT,27,5,15,15,0,0,0,0,0,0,0,0,0,0,0,37,7.0,1,PFW: 1st Tm All-Conf. AP: 2nd Tm
RG,Will Shields\ShieWi00,AFC,KAN,33,11,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
,David Akers\akersdav01,NFC,PHI,30,6,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
RB,Tiki Barber\BarbTi00,NFC,NYG,29,7,16,14,0,0,0,0,0,322,1518,13,52,578,2,0,0.0,0,PFW: 1st Tm All-Conf.
,Mitch Berger\BergMi20,NFC,NOR,32,10,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,PFW: 1st Tm All-Conf.
QB,Daunte Culpepper\CulpDa00,NFC,MIN,27,5,16,16,379,548,4717,39,11,88,406,2,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
WR,Chad Johnson\JohnCh01,AFC,CIN,26,3,16,16,0,0,0,0,0,4,39,0,95,1274,9,0,0.0,0,PFW: 1st Tm All-Conf.
C,Olin Kreutz\KreuOl00,NFC,CHI,27,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
SS,Michael Lewis\LewiMi99,NFC,PHI,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,76,0.0,1,PFW: 1st Tm All-Conf.
MLB,Dan Morgan\MorgDa99,NFC,CAR,26,3,12,12,0,0,0,0,0,0,0,0,0,0,0,79,2.0,2,PFW: 1st Tm All-Conf.
,Ike Reese\ReesIk99,NFC,PHI,31,6,16,1,0,0,0,0,0,0,0,0,0,0,0,45,1.0,2,PFW: 1st Tm All-Conf.
RG,Marco Rivera\RiveMa01,NFC,GNB,32,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
LDT,Marcus Stroud\StroMa01,AFC,JAX,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,38,4.5,0,PFW: 1st Tm All-Conf.
RDE,Jason Taylor\TaylJa03,AFC,MIA,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,41,9.5,1,PFW: 1st Tm All-Conf.
LT,Tra Thomas\ThomTr00,NFC,PHI,30,6,15,15,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf.
TE,Jason Witten\WittJa00,NFC,DAL,22,1,16,15,0,0,0,0,0,0,0,0,87,980,6,0,0.0,0,PFW: 1st Tm All-Conf.
RILB,Tedy Bruschi\BrusTe99,AFC,NWE,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,78,3.5,3,AP: 2nd Tm
TE,Tony Gonzalez\GonzTo00,AFC,KAN,28,7,16,16,0,0,0,0,0,1,5,0,102,1258,7,0,0.0,0,AP: 2nd Tm
LDE,Patrick Kerney\KernPa99,NFC,ATL,28,5,16,15,0,0,0,0,0,0,0,0,0,0,0,55,13.0,1,AP: 2nd Tm
FB,Tony Richardson\RichTo00,AFC,KAN,33,9,16,16,0,0,0,0,0,12,56,0,19,118,0,0,0.0,0,AP: 2nd Tm
RDT,Shaun Rogers\RogeSh99,NFC,DET,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,48,4.0,0,AP: 2nd Tm
WR,Hines Ward\WardHi00,AFC,PIT,28,6,16,16,0,0,0,0,0,7,25,1,80,1004,4,0,0.0,0,AP: 2nd Tm
RDE,John Abraham\AbraJo00,AFC,NYJ,26,4,12,12,0,0,0,0,0,0,0,0,0,0,0,35,9.5,0,
LT,Flozell Adams\AdamFl00,NFC,DAL,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,
LDT,Sam Adams\AdamSa00,AFC,BUF,31,10,16,16,0,0,0,0,0,0,0,0,0,0,0,27,5.0,1,
LG,Larry Allen\AlleLa00,NFC,DAL,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
RB,Jerome Bettis\BettJe00,AFC,PIT,32,11,15,6,1,1,10,1,0,250,941,13,6,46,0,0,0.0,0,
C,Matt Birk\BirkMa00,NFC,MIN,28,6,12,11,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
RCB,Dre' Bly\BlyxDr00,NFC,DET,27,5,13,13,0,0,0,0,0,0,0,0,0,0,0,32,0.0,4,
QB,Tom Brady\BradTo00,AFC,NWE,27,4,16,16,288,474,3692,28,14,43,28,0,0,0,0,0,0.0,0,
QB,Drew Brees\BreeDr00,AFC,SDG,25,3,15,15,262,400,3159,27,7,53,85,2,1,38,0,0,0.0,0,
RCB,Nate Clements\ClemNa99,AFC,BUF,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,58,0.5,6,
TE,Alge Crumpler\CrumAl00,NFC,ATL,27,3,14,14,0,0,0,0,0,0,0,0,48,774,6,,0.0,0,
RB,Corey Dillon\DillCo00,AFC,NWE,30,7,15,14,0,0,0,0,0,345,1635,12,15,103,1,,0.0,0,
LLB,Mark Fields\FielMa99,NFC,CAR,32,9,14,10,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1,
,Kendall Gammon\GammKe00,AFC,KAN,36,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
LT,Tarik Glenn\GlenTa99,AFC,IND,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RDT,La'Roi Glover\GlovLa00,NFC,DAL,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,31,7.0,0,
RB,Ahman Green\GreeAh00,NFC,GNB,27,6,15,15,1,1,20,1,0,259,1163,7,40,275,1,0,0.0,0,
RDT,John Henderson\HendJo99,AFC,JAX,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,62,5.5,0,
WR,Torry Holt\HoltTo00,NFC,STL,28,5,16,16,0,0,0,0,0,0,0,0,94,1372,10,0,0.0,0,
WR,Joe Horn\HornJo00,NFC,NOR,32,8,16,16,0,0,0,0,0,0,0,0,94,1399,11,0,0.0,0,
RCB,Tory James\JameTo99,AFC,CIN,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,58,0.0,8,
,Brian Jennings\JennBr00,NFC,SFO,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
WR,Andre Johnson\JohnAn02,AFC,HOU,23,1,16,16,0,0,0,0,0,4,12,0,79,1142,6,0,0.0,0,
RB,Rudi Johnson\JohnRu00,AFC,CIN,25,3,16,16,0,0,0,0,0,361,1454,12,15,84,0,,0.0,0,
FS,John Lynch\LyncJo00,AFC,DEN,33,11,15,15,0,0,0,0,0,0,0,0,0,0,0,49,2.0,1,
QB,Donovan McNabb\McNaDo00,NFC,PHI,28,5,15,15,300,469,3875,31,8,41,220,3,0,0,0,0,0.0,0,
,Allen Rossum\RossAl99,NFC,ATL,29,6,16,1,0,0,0,0,0,1,0,0,0,0,0,26,1.0,2,
LDE,Aaron Smith\SmitAa99,AFC,PIT,28,5,16,15,0,0,0,0,0,0,0,0,0,0,0,31,8.0,0,
LT,Marvel Smith\SmitMa55,AFC,PIT,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
LOLB,Terrell Suggs\SuggTe99,AFC,BAL,22,1,16,16,0,0,0,0,0,0,0,0,0,0,0,51,10.5,0,
LCB,Patrick Surtain\SurtPa00,AFC,MIA,28,6,15,15,0,0,0,0,0,0,0,0,0,0,0,40,1.0,4,
MLB,Jeremiah Trotter\TrotJe00,NFC,PHI,27,6,16,9,0,0,0,0,0,0,0,0,0,0,0,59,1.0,0,
QB,Michael Vick\VickMi00,NFC,ATL,24,3,15,15,181,321,2313,14,12,120,902,3,0,0,0,0,0.0,0,
WR,Javon Walker\WalkJa00,NFC,GNB,26,2,16,12,0,0,0,0,0,0,0,0,89,1382,12,0,0.0,0,
LLB,Marcus Washington\WashMa99,NFC,WAS,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,87,4.5,0,
RB,Brian Westbrook\WestBr00,NFC,PHI,25,2,13,12,0,0,0,0,0,177,812,3,73,703,6,0,0.0,0,
FS,Roy Williams\WillRo03,NFC,DAL,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,74,0.0,2,
