Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams
LCB,Patrick Surtain\SurtPa00,AFC,MIA,26,4,14,14,0,0,0,0,0,0,0,0,0,0,0,40,1.5,6,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm
RDE,Jason Taylor\TaylJa03,AFC,MIA,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,46,18.5,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm
MLB,Brian Urlacher\UrlaBr00,NFC,CHI,24,2,16,16,0,1,0,0,0,0,0,0,0,0,0,117,4.5,1,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm
RB,Ricky Williams\WillRi00,AFC,MIA,25,3,16,16,0,0,0,0,0,383,1853,16,47,363,1,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm
RDT,La'Roi Glover\GlovLa00,NFC,DAL,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,39,6.5,1,PFW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm SN: 1st Tm
TE,Tony Gonzalez\GonzTo00,AFC,KAN,26,5,16,16,0,0,0,0,0,0,0,0,63,773,7,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm SN: 1st Tm
C,Kevin Mawae\MawaKe00,AFC,NYJ,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm SN: 1st Tm
FS,Rod Woodson\WoodRo01,AFC,OAK,37,15,16,16,0,0,0,0,0,0,0,0,0,0,0,70,0.0,8,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm
,Adam Vinatieri\vinatada01,AFC,NWE,30,6,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm
FS,Darren Sharper\SharDa00,NFC,GNB,27,5,13,13,0,0,0,0,0,0,0,0,0,0,0,51,0.0,7,PFW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm
RCB,Bobby Taylor\TaylBo00,NFC,PHI,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,47,0.0,5,PFW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm
LT,Tra Thomas\ThomTr00,NFC,PHI,28,4,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm
,David Akers\akersdav01,NFC,PHI,28,4,16,0,0,0,0,0,0,1,10,0,0,0,0,2,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm
LCB,Aaron Glenn\GlenAa00,AFC,HOU,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,56,1.0,5,PFW: 1st Tm All-Conf. SN: 1st Tm
LT,Walter Jones\JoneWa00,NFC,SEA,28,5,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. FW: 1st Tm
RT,Lincoln Kennedy\KennLi00,AFC,OAK,31,9,15,15,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm
,Fred McAfee\McAfFr00,NFC,NOR,34,11,11,0,0,0,0,0,0,1,11,0,0,0,0,8,0.0,0,PFW: 1st Tm All-Conf. FW: 1st Tm
TE,Jeremy Shockey\ShocJe00,NFC,NYG,22,Rook,15,14,0,0,0,0,0,0,0,0,74,894,2,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm
MLB,Zach Thomas\ThomZa01,AFC,MIA,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,100,0.5,1,PFW: 1st Tm All-Conf. AP: 1st Tm
LCB,Troy Vincent\VincTr00,NFC,PHI,32,10,15,15,0,0,0,0,0,0,0,0,0,0,0,55,0.0,2,PFW: 1st Tm All-Conf. AP: 1st Tm
RDT,Kris Jenkins\JenkKr00,NFC,CAR,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,36,7.0,0,AP: 1st Tm
C,Barret Robbins\RobbBa00,AFC,OAK,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,AP: 1st Tm
RDE,Hugh Douglas\DougHu00,NFC,PHI,31,7,16,16,0,0,0,0,0,0,0,0,0,0,0,45,12.5,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
QB,Brett Favre\FavrBr00,NFC,GNB,33,11,16,16,341,551,3658,27,16,25,73,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
,Chris Hanson\HansCh20,AFC,JAX,26,3,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
RG,Jermane Mayberry\MaybJe00,NFC,PHI,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
WR,Hines Ward\WardHi00,AFC,PIT,26,4,16,16,0,0,0,0,0,12,142,0,112,1329,12,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
RDE,John Abraham\AbraJo00,AFC,NYJ,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,49,10.0,0,PFW: 1st Tm All-Conf.
LLB,LaVar Arrington\ArriLa00,NFC,WAS,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,70,11.0,0,PFW: 1st Tm All-Conf.
,Larry Izzo\IzzoLa00,AFC,NWE,28,6,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0,0,PFW: 1st Tm All-Conf.
RB,Deuce McAllister\McAlDe00,NFC,NOR,24,1,15,15,0,0,0,0,0,325,1388,13,47,352,3,0,0.0,0,PFW: 1st Tm All-Conf.
WR,Randy Moss\MossRa00,NFC,MIN,25,4,16,16,1,3,13,1,0,6,51,0,106,1347,7,0,0.0,0,PFW: 1st Tm All-Conf.
C,Jeremy Newberry\NewbJe00,NFC,SFO,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
RDE,Richard Seymour\SeymRi00,AFC,NWE,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,33,5.5,1,PFW: 1st Tm All-Conf.
RG,Ron Stone\StonRo00,NFC,SFO,31,8,15,15,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf.
LDE,Gary Walker\WalkGa00,AFC,HOU,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,37,6.5,0,PFW: 1st Tm All-Conf.
LILB,Keith Brooking\BrooKe00,NFC,ATL,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,111,0.0,2,AP: 2nd Tm
LG,Ruben Brown\BrowRu00,AFC,BUF,30,7,16,16,0,0,0,0,0,0,0,0,1,-6,0,0,0.0,0,AP: 2nd Tm
MLB,Donnie Edwards\EdwaDo20,AFC,SDG,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,100,0.0,5,AP: 2nd Tm
,Dante Hall\HallDa00,AFC,KAN,24,2,16,0,0,0,0,0,0,11,54,0,20,322,3,1,0.0,0,AP: 2nd Tm
SS,John Lynch\LyncJo00,NFC,TAM,31,9,15,15,0,0,0,0,0,0,0,0,0,0,0,41,0.0,3,AP: 2nd Tm
WR,Eric Moulds\MoulEr00,AFC,BUF,29,6,16,15,0,0,0,0,0,1,7,0,100,1292,10,1,0.0,0,AP: 2nd Tm
LLB,Julian Peterson\PeteJu00,NFC,SFO,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,78,2.0,1,AP: 2nd Tm
WR,Jerry Rice\RiceJe00,AFC,OAK,40,17,16,16,0,0,0,0,0,3,20,0,92,1211,7,0,0.0,0,AP: 2nd Tm
LT,Willie Roaf\RoafWi00,AFC,KAN,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,AP: 2nd Tm
LDE,Michael Strahan\StraMi02,NFC,NYG,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,57,11.0,0,AP: 2nd Tm
RB,LaDainian Tomlinson\TomlLa00,AFC,SDG,23,1,16,16,0,0,0,0,0,372,1683,14,79,489,1,,0.0,0,AP: 2nd Tm
FB,Mike Alstott\AlstMi00,NFC,TAM,29,6,16,9,0,0,0,0,0,146,548,5,35,242,2,0,0.0,0,
LCB,Champ Bailey\BailCh00,NFC,WAS,24,3,16,16,0,0,0,0,0,1,4,0,0,0,0,62,0.0,3,
RB,Michael Bennett\BennMi00,NFC,MIN,24,1,16,16,0,0,0,0,0,255,1296,5,37,351,1,0,0.0,0,
QB,Drew Bledsoe\BledDr00,AFC,BUF,30,9,16,16,375,610,4359,24,15,27,67,2,0,0,0,,0.0,0,
WR,Marty Booker\BookMa00,NFC,CHI,26,3,16,16,1,5,44,1,0,0,0,0,97,1189,6,0,0.0,0,
ROLB,Peter Boulware\BoulPe00,AFC,BAL,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,57,7.0,1,
LDT,Tim Bowens\BoweTi00,AFC,MIA,29,8,16,16,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0,
LDE,Kevin Carter\CartKe00,AFC,TEN,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,27,10.0,0,
WR,Donald Driver\DrivDo00,NFC,GNB,27,3,16,16,0,0,0,0,0,8,70,0,70,1064,9,0,0.0,0,
RB,Marshall Faulk\FaulMa00,NFC,STL,29,8,14,10,0,0,0,0,0,212,953,8,80,537,2,0,0.0,0,
TE,Bubba Franks\FranBu00,NFC,GNB,24,2,16,15,1,1,31,1,0,0,0,0,54,442,7,0,0.0,0,
QB,Jeff Garcia\GarcJe00,NFC,SFO,32,3,16,16,328,528,3344,21,10,73,353,3,0,0,0,0,0.0,0,
LOLB,Jason Gildon\GildJa00,AFC,PIT,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,45,9.0,0,
RB,Ahman Green\GreeAh00,NFC,GNB,25,4,14,14,0,0,0,0,0,286,1240,7,57,393,2,0,0.0,0,
TE,Todd Heap\HeapTo00,AFC,BAL,22,1,16,16,0,1,0,0,0,4,38,0,68,836,6,0,0.0,0,
RB,Travis Henry\HenrTr00,AFC,BUF,24,1,16,16,0,0,0,0,0,325,1438,13,43,309,1,0,0.0,0,
WR,Joe Horn\HornJo00,NFC,NOR,30,6,16,16,0,0,0,0,0,1,2,0,88,1312,7,0,0.0,0,
QB,Brad Johnson\JohnBr00,NFC,TAM,34,8,13,13,281,451,3049,22,6,13,30,0,0,0,0,0,0.0,0,
C,Olin Kreutz\KreuOl00,NFC,CHI,25,4,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
LCB,Ty Law\LawxTy00,AFC,NWE,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,60,1.0,4,
TE,Chad Lewis\LewiCh00,NFC,PHI,31,5,16,16,0,0,0,0,0,0,0,0,42,398,3,0,0.0,0,
RCB,Sam Madison\MadiSa00,AFC,MIA,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,24,0.0,3,
QB,Peyton Manning\MannPe00,AFC,IND,26,4,16,16,392,591,4200,27,19,38,148,2,0,0,0,0,0.0,0,
FS,Brock Marion\MariBr00,AFC,MIA,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,64,0.0,5,
QB,Donovan McNabb\McNaDo00,NFC,PHI,26,3,10,10,211,361,2289,17,6,63,460,6,0,0,0,0,0.0,0,
SS,Lawyer Milloy\MillLa00,AFC,NWE,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,64,0.0,0,
FB,Lorenzo Neal\NealLo00,AFC,CIN,32,9,16,8,0,0,0,0,0,9,31,0,21,133,1,3,0.0,0,
LT,Orlando Pace\PaceOr00,NFC,STL,27,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
LDE,Trevor Pryce\PrycTr00,AFC,DEN,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,40,9.0,0,
MLB,Shelton Quarles\QuarSh20,NFC,TAM,31,5,16,16,0,0,0,0,0,0,0,0,0,0,0,74,1.0,2,
RG,Marco Rivera\RiveMa01,NFC,GNB,30,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RT,Jon Runyan\RunyJo20,NFC,PHI,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
LT,Chris Samuels\SamuCh00,NFC,WAS,25,2,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RLB,Junior Seau\SeauJu00,AFC,SDG,33,12,13,13,0,0,0,0,0,0,0,0,0,0,0,60,1.5,1,
QB,Michael Vick\VickMi00,NFC,ATL,22,1,15,15,231,421,2936,16,8,113,777,8,0,16,0,0,0.0,0,
MLB,Al Wilson\WilsAl00,AFC,DEN,25,3,16,15,0,0,0,0,0,0,0,0,0,0,0,100,5.0,0,
C,Damien Woody\WoodDa20,AFC,NWE,25,3,16,15,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
LDT,Bryant Young\YounBr00,NFC,SFO,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,28,2.0,0,
