Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams
FB,Lorenzo Neal\NealLo00,AFC,SDG,37,14,13,8,0,0,0,0,0,13,32,0,8,23,1,,0.0,0,AP: 1st Tm
MLB,Lofa Tatupu\TatuLo99,NFC,SEA,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,83,1.0,4,AP: 1st Tm
LT,Flozell Adams\AdamFl00,NFC,DAL,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
QB,Brett Favre\FavrBr00,NFC,GNB,38,16,16,16,356,535,4155,28,15,29,12,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
RCB,Al Harris\HarrAl21,NFC,GNB,33,9,16,16,0,0,0,0,0,0,0,0,0,0,0,33,0.0,2,PFW: 1st Tm All-Conf. AP: 2nd Tm
ROLB,James Harrison\HarrJa23,AFC,PIT,29,5,16,16,0,0,0,0,0,0,0,0,0,0,0,76,8.5,1,PFW: 1st Tm All-Conf. AP: 2nd Tm
LDE,Aaron Kampman\KampAa99,NFC,GNB,28,5,15,15,0,0,0,0,0,0,0,0,0,0,0,48,12.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
SS,Darren Sharper\SharDa00,NFC,MIN,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,49,0.0,4,PFW: 1st Tm All-Conf. AP: 2nd Tm
WR,Reggie Wayne\WaynRe00,AFC,IND,29,6,16,16,0,0,0,0,0,1,4,0,104,1510,10,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
NT,Vince Wilfork\WilfVi20,AFC,NWE,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,36,2.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
LDT,Pat Williams\WillPa20,NFC,MIN,35,10,16,16,0,0,0,0,0,0,0,0,0,0,0,44,2.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
RG,Shawn Andrews\AndrSh55,NFC,PHI,25,3,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
,Brendon Ayanbadejo\AyanBr99,NFC,CHI,31,4,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0,0,PFW: 1st Tm All-Conf.
C,Matt Birk\BirkMa00,NFC,MIN,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
WR,Larry Fitzgerald\FitzLa00,NFC,ARI,24,3,15,15,0,0,0,0,0,0,0,0,100,1409,10,0,0.0,0,PFW: 1st Tm All-Conf.
,Nick Folk\FolkNi20,NFC,DAL,23,Rook,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,PFW: 1st Tm All-Conf.
TE,Antonio Gates\GateAn00,AFC,SDG,27,4,16,16,0,0,0,0,0,0,0,0,75,984,9,0,0.0,0,PFW: 1st Tm All-Conf.
RB,Willie Parker\ParkWi00,AFC,PIT,27,3,15,15,0,1,0,0,0,321,1316,2,23,164,0,0,0.0,0,PFW: 1st Tm All-Conf.
RLB,Julian Peterson\PeteJu00,NFC,SEA,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,63,9.5,2,PFW: 1st Tm All-Conf.
RDE,Kyle Vanden Bosch\VandKy99,AFC,TEN,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,48,12.0,0,PFW: 1st Tm All-Conf.
LCB,Champ Bailey\BailCh00,AFC,DEN,29,8,15,15,0,0,0,0,0,0,0,0,0,0,0,71,0.0,3,AP: 2nd Tm
RG,Leonard Davis\DaviLe21,NFC,DAL,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,AP: 2nd Tm
TE,Tony Gonzalez\GonzTo00,AFC,KAN,31,10,16,16,0,0,0,0,0,0,0,0,99,1172,5,0,0.0,0,AP: 2nd Tm
C,Dan Koppen\KoppDa20,AFC,NWE,28,4,15,15,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,AP: 2nd Tm
ROLB,Shawne Merriman\MerrSh99,AFC,SDG,23,2,15,15,0,0,0,0,0,0,0,0,0,0,0,54,12.5,0,AP: 2nd Tm
SS,Troy Polamalu\PolaTr99,AFC,PIT,26,4,11,11,0,0,0,0,0,0,0,0,0,0,0,45,0.0,0,AP: 2nd Tm
,Tony Richardson\RichTo00,NFC,MIN,36,12,14,3,0,0,0,0,0,7,13,0,11,89,0,0,0.0,0,AP: 2nd Tm
RB,Fred Taylor\TaylFr00,AFC,JAX,31,9,15,15,0,0,0,0,0,223,1202,5,9,58,0,,0.0,0,AP: 2nd Tm
FS,Sean Taylor\TaylSe20,NFC,WAS,24,3,9,9,0,0,0,0,0,0,0,0,0,0,0,31,0.0,5,AP: 2nd Tm
RB,Joseph Addai\AddaJo00,AFC,IND,24,1,15,15,0,0,0,0,0,261,1072,12,41,364,3,0,0.0,0,
,Ethan Albright\AlbrEt20,NFC,WAS,36,12,16,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
QB,Derek Anderson\AndeDe00,AFC,CLE,24,1,16,15,298,527,3787,29,19,32,70,3,0,0,0,0,0.0,0,
,Marion Barber III\BarbMa01,NFC,DAL,24,2,16,0,0,0,0,0,0,204,975,10,44,282,2,0,0.0,0,
FS,Antoine Bethea\BethAn20,AFC,IND,23,1,13,13,0,0,0,0,0,0,0,0,0,0,0,46,0.0,4,
RLB,Lance Briggs\BrigLa99,NFC,CHI,27,4,14,14,0,0,0,0,0,0,0,0,0,0,0,84,2.0,0,
LT,Chad Clifton\ClifCh20,NFC,GNB,31,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RDE,Trent Cole\ColeTr20,NFC,PHI,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,49,12.5,0,
TE,Chris Cooley\CoolCh00,NFC,WAS,25,3,16,16,0,0,0,0,0,0,0,0,66,786,8,0,0.0,0,
LG,Kris Dielman\DielKr20,AFC,SDG,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RDT,Darnell Dockett\DockDa20,NFC,ARI,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,43,9.0,0,
WR,Donald Driver\DrivDo00,NFC,GNB,32,8,15,14,0,0,0,0,0,2,4,0,82,1048,2,0,0.0,0,
LOLB,Greg Ellis\ElliGr20,NFC,DAL,32,9,13,10,0,0,0,0,0,0,0,0,0,0,0,24,12.5,0,
QB,Jeff Garcia\GarcJe00,NFC,TAM,37,8,13,13,209,327,2440,13,4,35,116,1,0,0,0,0,0.0,0,
FS,Ken Hamlin\HamlKe20,NFC,DAL,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,45,0.0,5,
NT,Casey Hampton\HampCa00,AFC,PIT,30,6,15,15,0,0,0,0,0,0,0,0,0,0,0,19,0.5,0,
RDT,Tommie Harris\HarrTo99,NFC,CHI,24,3,16,13,0,0,0,0,0,0,0,0,0,0,0,31,8.0,0,
QB,Matt Hasselbeck\HassMa00,NFC,SEA,32,8,16,16,352,562,3966,28,12,39,89,0,0,0,0,0,0.0,0,
WR,Torry Holt\HoltTo00,NFC,STL,31,8,16,16,0,0,0,0,0,0,0,0,93,1189,7,0,0.0,0,
WR,T.J. Houshmandzadeh\HousTJ00,AFC,CIN,30,6,16,15,0,0,0,0,0,5,14,0,112,1143,12,0,0.0,0,
WR,Chad Johnson\JohnCh01,AFC,CIN,29,6,16,16,0,0,0,0,0,6,47,0,93,1440,8,,0.0,0,
LILB,Ray Lewis\LewiRa00,AFC,BAL,32,11,14,14,0,0,0,0,0,0,0,0,0,0,0,83,2.0,2,
FS,John Lynch\LyncJo00,AFC,DEN,36,14,13,12,0,0,0,0,0,0,0,0,0,0,0,46,1.0,0,
QB,Peyton Manning\MannPe00,AFC,IND,31,9,16,16,337,515,4040,31,14,20,-5,3,0,0,0,0,0.0,0,
RB,Willis McGahee\McGaWi00,AFC,BAL,26,3,15,15,0,0,0,0,0,294,1207,7,43,231,1,0,0.0,0,
LT,Marcus McNeill\McNeMa20,AFC,SDG,24,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RCB,Terence Newman\NewmTe20,NFC,DAL,29,4,13,11,0,0,0,0,0,0,0,0,0,0,0,44,0.0,4,
LT,Jonathan Ogden\OgdeJo00,AFC,BAL,33,11,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
,Ryan Pontbriand\PontRy20,AFC,CLE,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,
QB,Ben Roethlisberger\RoetBe00,AFC,PIT,25,3,15,15,264,404,3154,32,11,35,204,2,0,0,0,0,0.0,0,
QB,Tony Romo\RomoTo00,NFC,DAL,27,3,16,16,335,520,4211,36,19,31,129,2,0,0,0,0,0.0,0,
LT,Chris Samuels\SamuCh00,NFC,WAS,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RDE,Aaron Schobel\SchoAa99,AFC,BUF,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,45,6.5,0,
RDE,Jason Taylor\TaylJa03,AFC,MIA,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,47,11.0,1,
LT,Joe Thomas\ThomJo28,AFC,CLE,23,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RDE,Osi Umenyiora\UmenOs99,NFC,NYG,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,40,13.0,0,
NT,Jamal Williams\WillJa99,AFC,SDG,31,9,13,13,0,0,0,0,0,0,0,0,0,0,0,32,0.0,0,
SS,Roy Williams\WillRo03,NFC,DAL,27,5,15,13,0,0,0,0,0,0,0,0,0,0,0,73,0.0,2,
TE,Kellen Winslow\WinsKe01,AFC,CLE,24,3,16,14,0,0,0,0,0,0,0,0,82,1106,5,0,0.0,0,
