Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams
QB,Tom Brady %\BradTo00,AFC,NWE,40,17,16,16,385,581,4577,32,8,25,28,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm
QB,Carson Wentz %\WentCa00,NFC,PHI,25,1,13,13,265,440,3296,33,7,64,299,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
QB,Drew Brees\BreeDr00,NFC,NOR,38,16,16,16,386,536,4334,23,8,33,12,2,0,0,0,0,0.0,0,
QB,Derek Carr+\CarrDe02,AFC,OAK,26,3,15,15,323,515,3496,22,13,23,66,0,0,0,0,0,0.0,0,
QB,Jared Goff+\GoffJa00,NFC,LAR,23,1,15,15,296,477,3804,28,7,28,51,1,0,0,0,0,0.0,0,
QB,Philip Rivers%\RivePh00,AFC,LAC,36,13,16,16,360,575,4515,28,10,18,-2,0,0,0,0,0,0.0,0,
QB,Ben Roethlisberger\RoetBe00,AFC,PIT,35,13,15,15,360,561,4251,28,14,28,47,0,0,0,0,0,0.0,0,
QB,Alex Smith+\SmitAl03,AFC,KAN,33,12,15,15,341,505,4042,26,5,60,355,1,0,0,0,0,0.0,0,
QB,Russell Wilson\WilsRu00,NFC,SEA,29,5,16,16,339,553,3983,34,11,95,586,3,0,0,0,0,0.0,0,
RB,Todd Gurley\GurlTo01,NFC,LAR,23,2,15,15,0,0,0,0,0,279,1305,13,64,788,6,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm
RB,Le'Veon Bell\BellLe00,AFC,PIT,25,4,15,15,0,0,0,0,0,321,1291,9,85,655,2,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm AP: 2nd Tm FW: 1st Tm SN: 1st Tm
RB,Alvin Kamara\KamaAl00,NFC,NOR,22,Rook,16,3,0,0,0,0,0,120,728,8,81,826,5,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm
RB,Kareem Hunt\HuntKa00,AFC,KAN,22,Rook,16,16,0,0,0,0,0,272,1327,8,53,455,3,0,0.0,0,PFW: 1st Tm All-Conf.
RB,Mark Ingram\IngrMa01,NFC,NOR,28,6,16,12,0,0,0,0,0,230,1124,12,58,416,0,0,0.0,0,
RB,LeSean McCoy\McCoLe01,AFC,BUF,29,8,16,16,0,0,0,0,0,287,1138,6,59,448,2,0,0.0,0,
FB,James Develin%\DeveJa00,AFC,NWE,29,6,16,7,0,0,0,0,0,0,0,0,6,38,0,1,0.0,0,
FB,Kyle Juszczyk\JuszKy00,NFC,SFO,26,4,14,10,0,0,0,0,0,7,31,0,33,315,1,2,0.0,0,
FB,Roosevelt Nix+\NixxRo01,AFC,PIT,25,2,16,4,0,0,0,0,0,3,0,1,2,6,1,6,0.0,0,
WR,Antonio Brown\BrowAn04,AFC,PIT,29,7,14,14,0,0,0,0,0,0,0,0,101,1533,9,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm
WR,DeAndre Hopkins%\HopkDe00,AFC,HOU,25,4,15,15,0,0,0,0,0,0,0,0,96,1378,13,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm
WR,Julio Jones %\JoneJu02,NFC,ATL,28,6,16,16,0,0,0,0,0,1,15,0,88,1444,3,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm PFF: 1st Tm SN: 1st Tm
WR,Keenan Allen\AlleKe00,AFC,LAC,25,4,16,15,0,0,0,0,0,2,9,0,102,1393,6,0,0.0,1,PFF: 2nd Tm
WR,Adam Thielen\ThieAd00,NFC,MIN,27,4,16,16,0,0,0,0,0,1,11,0,91,1276,4,0,0.0,0,AP: 2nd Tm
WR,Michael Thomas\ThomMi05,NFC,NOR,24,1,16,14,0,0,0,0,0,0,0,0,104,1245,5,1,0.0,0,PFF: 2nd Tm
WR,Davante Adams+\AdamDa01,NFC,GNB,25,3,14,14,0,0,0,0,0,0,0,0,74,885,10,0,0.0,0,
WR,Doug Baldwin +\BaldDo00,NFC,SEA,29,6,16,16,0,0,0,0,0,2,-8,0,75,991,8,0,0.0,0,
WR,Larry Fitzgerald%\FitzLa00,NFC,ARI,34,13,16,16,1,1,21,0,0,0,0,0,109,1156,6,0,0.0,0,
WR,A.J. Green%\GreeA.00,AFC,CIN,29,6,16,16,0,0,0,0,0,0,0,0,75,1078,8,0,0.0,0,
WR,T.Y. Hilton+\HiltT.00,AFC,IND,28,5,16,16,0,0,0,0,0,0,0,0,57,966,4,0,0.0,0,
WR,Jarvis Landry +\LandJa00,AFC,MIA,25,3,16,16,0,1,0,0,0,1,-7,0,112,987,9,1,0.0,0,
TE,Rob Gronkowski %\GronRo00,AFC,NWE,28,7,14,14,0,0,0,0,0,0,0,0,69,1084,8,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm
TE,Travis Kelce%\KelcTr00,AFC,KAN,28,4,15,15,0,1,0,0,1,2,7,0,83,1038,8,0,0.0,0,AP: 2nd Tm SN: 1st Tm
TE,Zach Ertz%\ErtzZa00,NFC,PHI,27,4,14,13,0,0,0,0,0,0,0,0,74,824,8,0,0.0,0,PFW: 1st Tm All-Conf.
TE,Jack Doyle+\DoylJa00,AFC,IND,27,4,15,15,0,0,0,0,0,0,0,0,80,690,4,0,0.0,0,
TE,Jimmy Graham%\GrahJi00,NFC,SEA,31,7,16,13,0,0,0,0,0,0,0,0,57,520,10,0,0.0,0,
TE,Kyle Rudolph +\RudoKy00,NFC,MIN,28,6,16,16,0,0,0,0,0,0,0,0,57,532,8,0,0.0,0,
TE,Delanie Walker+\WalkHu00,AFC,TEN,33,11,16,11,0,0,0,0,0,2,-2,1,74,807,3,0,0.0,0,
