Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams
TE,Greg Olsen\OlseGr00,Carter,CAR,29,7,16,16,0,0,0,0,0,0,0,0,84,1008,6,0,0.0,0,PFW: 1st Tm All-Conf. PFF: 2nd Tm
TE,Martellus Bennett +\BennMa00,Carter,CHI,27,6,16,15,0,0,0,0,0,0,0,0,90,916,6,0,0.0,0,
TE,Jimmy Graham\GrahJi00,Irvin,NOR,28,4,16,13,0,0,0,0,0,0,0,0,85,889,10,0,0.0,0,
TE,Julius Thomas%\ThomJu00,,DEN,26,3,13,10,0,0,0,0,0,0,0,0,43,489,12,0,0.0,0,
TE,Jason Witten+\WittJa00,Irvin,DAL,32,11,16,16,0,0,0,0,0,0,0,0,64,703,5,1,0.0,0,
LT,Joe Thomas\ThomJo28,Irvin,CLE,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm
LT,Ryan Clady\CladRy20,Carter,DEN,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
T,Jason Peters %\PeteJa21,,PHI,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm PFF: 1st Tm SN: 1st Tm
T,Duane Brown+\BrowDu20,Carter,HOU,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
T,Trent Williams%\WillTr21,,WAS,26,4,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
LG,Josh Sitton\SittJo20,Carter,GNB,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm SN: 1st Tm
LG,Kyle Long\LongKy00,Irvin,CHI,26,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 2nd Tm
G,Zack Martin\MartZa00,Irvin,DAL,24,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm
G,Jahri Evans %\EvanJa21,,NOR,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
G,Mike Iupati%\IupaMi20,,SFO,27,4,15,15,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
G,Evan Mathis+\MathEv20,Carter,PHI,33,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
C,Travis Frederick\FredTr00,Irvin,DAL,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm
C,Nick Mangold\MangNi20,Irvin,NYJ,30,8,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. PFF: 1st Tm
C,Maurkice Pouncey\PounMa20,Carter,PIT,25,4,16,16,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,AP: 1st Tm
C,Jason Kelce\KelcJa00,Carter,PHI,27,3,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RG,Marshal Yanda\YandMa20,Irvin,BAL,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm
RG,Mike Pouncey+\PounMi00,Carter,MIA,25,3,12,12,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
RT,Tyron Smith\SmitTy00,Irvin,DAL,24,3,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm
RT,Joe Staley\StalJo20,Carter,SFO,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
DE,J.J. Watt\WattJ.00,Carter,HOU,25,3,16,16,0,0,0,0,0,0,0,0,3,4,3,59,20.5,1,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm
DE,Mario Williams\WillMa22,Carter,BUF,29,8,16,16,0,0,0,0,0,0,0,0,0,0,0,36,14.5,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm
DE,Robert Quinn\QuinRo00,Irvin,STL,24,3,16,16,0,0,0,0,0,0,0,0,0,0,0,39,10.5,0,SN: 1st Tm
DE,Calais Campbell\CampCa99,Carter,ARI,28,6,14,14,0,0,0,0,0,0,0,0,0,0,0,48,7.0,1,PFW: 1st Tm All-Conf. AP: 2nd Tm
DE,Cameron Wake\WakeCa00,Irvin,MIA,32,5,16,16,0,0,0,0,0,0,0,0,0,0,0,32,11.5,0,AP: 2nd Tm PFF: 2nd Tm
DE,DeMarcus Ware\WareDe99,Irvin,DEN,32,9,16,15,0,0,0,0,0,0,0,0,0,0,0,34,10.0,1,
DT,Ndamukong Suh%\SuhxNd99,,DET,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,44,8.5,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm
DT,Marcell Dareus\DareMa00,Carter,BUF,24,3,15,15,0,0,0,0,0,0,0,0,0,0,0,36,10.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm
DT,Gerald McCoy%\McCoGe99,,TAM,26,4,13,13,0,0,0,0,0,0,0,0,0,0,0,28,8.5,0,PFW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm
DT,Aaron Donald\DonaAa00,Irvin,STL,23,Rook,16,12,0,0,0,0,0,0,0,0,0,0,0,38,9.0,0,PFF: 1st Tm
DT,Sheldon Richardson +\RichSh00,Irvin,NYJ,24,1,16,16,0,0,0,0,0,0,0,0,0,0,0,42,8.0,0,PFF: 1st Tm
DT,Kyle Williams\WillKy20,Carter,BUF,31,8,15,15,0,0,0,0,0,0,0,0,0,0,0,30,5.5,1,PFW: 1st Tm All-Conf.
DT,Geno Atkins+\AtkiGe99,Irvin,CIN,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,20,3.0,0,
NT,Dontari Poe\PoexDo00,Carter,KAN,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,37,6.0,0,
OLB,Von Miller\MillVo00,Irvin,DEN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,43,14.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm
OLB,Elvis Dumervil\DumeEl20,Irvin,BAL,30,8,16,2,0,0,0,0,0,0,0,0,0,0,0,28,17.0,0,AP: 1st Tm
OLB,Connor Barwin\BarwCo99,Carter,PHI,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,47,14.5,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
OLB,Tamba Hali\HaliTa20,Carter,KAN,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,47,6.0,0,
OLB,Clay Matthews\MattCl99,Irvin,GNB,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,45,11.0,1,
ILB,Lawrence Timmons\TimmLa99,Carter,PIT,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,87,2.0,0,AP: 2nd Tm
ILB,D'Qwell Jackson+\JackDQ20,Irvin,IND,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,81,4.0,0,
MLB,Luke Kuechly\KuecLu00,Irvin,CAR,23,2,16,16,0,0,0,0,0,0,0,0,0,0,0,99,3.0,1,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm
MLB,C.J. Mosley\MoslC.00,Carter,BAL,22,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,88,3.0,2,AP: 2nd Tm
LB,Justin Houston%\HousJu00,Carter,KAN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,60,22.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm
LB,Bobby Wagner%\WagnBo00,,SEA,24,2,11,11,0,0,0,0,0,0,0,0,0,0,0,67,2.0,0,AP: 1st Tm
CB,Darrelle Revis%\ReviDa99,,NWE,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,41,0.0,2,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm
CB,Vontae Davis\DaviVo99,Irvin,IND,26,5,15,15,0,0,0,0,0,0,0,0,0,0,0,35,0.0,4,PFF: 1st Tm
CB,Brent Grimes\GrimBr20,Irvin,MIA,31,7,16,16,0,0,0,0,0,0,0,0,0,0,0,47,0.0,5,AP: 2nd Tm
CB,Antonio Cromartie+\CromAn20,Carter,ARI,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,44,0.0,3,
CB,Joe Haden\HadeJo99,Irvin,CLE,25,4,15,15,0,0,0,0,0,0,0,0,0,0,0,58,0.0,3,
CB,Patrick Peterson\PetePa00,Carter,ARI,24,3,16,16,0,0,0,0,0,0,0,0,0,0,0,43,1.0,3,
CB,Sam Shields+\ShieSa00,Carter,GNB,27,4,14,14,0,0,0,0,0,0,0,0,0,0,0,33,0.0,2,
CB,Aqib Talib\TaliAq99,Carter,DEN,28,6,15,15,0,0,0,0,0,0,0,0,0,0,0,55,1.0,4,
SS,Kam Chancellor %\ChanKa99,,SEA,26,4,14,14,0,0,0,0,0,0,0,0,0,0,0,60,0.0,1,AP: 2nd Tm
SS,Mike Adams+\AdamMi21,Irvin,IND,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,67,0.0,5,
SS,Antoine Bethea+\BethAn20,Carter,SFO,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,72,1.0,4,
SS,Darrell Stuckey+\StucDa20,Irvin,SDG,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0,0,
SS,T.J. Ward\WardT.99,Irvin,DEN,28,4,15,15,0,0,0,0,0,0,0,0,0,0,0,60,2.0,2,
FS,Eric Weddle\WeddEr99,Irvin,SDG,29,7,16,16,0,1,0,0,0,0,0,0,0,0,0,91,0.0,1,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm
FS,Earl Thomas%\ThomEa99,,SEA,25,4,16,16,0,0,0,0,0,0,0,0,0,0,0,71,0.0,1,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm
FS,Glover Quin\QuinGl99,Carter,DET,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,57,0.0,7,PFW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm
FS,Donte Whitner+\WhitDo20,Carter,CLE,29,8,16,16,0,0,0,0,0,0,0,0,0,0,0,69,0.0,1,
LS,Jon Dorenbos\DoreJo20,Irvin,PHI,34,11,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,PFF: 1st Tm
LS,L.P. Ladouceur\LadoL.20,Carter,DAL,33,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
DB,Richard Sherman%\SherRi00,,SEA,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,45,0.0,4,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm
DB,Chris Harris Jr.\HarrCh01,Irvin,DEN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,51,1.0,3,PFW: 1st Tm All-Conf. AP: 2nd Tm PFF: 1st Tm
DB,Justin Bethel\BethJu00,Carter,ARI,24,2,16,0,0,0,0,0,0,0,0,0,0,0,0,21,0.0,0,PFW: 1st Tm All-Conf. PFF: 1st Tm
DB,Tashaun Gipson%\GipsTa00,,CLE,24,2,11,11,0,0,0,0,0,0,0,0,0,0,0,28,0.0,6,
K,Adam Vinatieri\vinatada01,Irvin,IND,42,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm
K,Stephen Gostkowski%\GostSt20,,NWE,30,8,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,AP: 2nd Tm
K,Cody Parkey+\ParkCo03,Carter,PHI,22,Rook,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,
P,Pat McAfee\McAfPa44,Carter,IND,27,5,16,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm
P,Kevin Huber\HubeKe20,Irvin,CIN,29,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,SN: 1st Tm
