Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams
QB,Peyton Manning\MannPe00,AFC,DEN,36,14,16,16,400,583,4659,37,11,23,6,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm
QB,Tom Brady %\BradTo00,AFC,NWE,35,12,16,16,401,637,4827,34,8,23,32,4,0,0,0,0,0.0,0,SN: 1st Tm
QB,Aaron Rodgers %\RodgAa00,NFC,GNB,29,7,16,16,371,552,4295,39,8,54,259,2,1,-1,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm
QB,Drew Brees+\BreeDr00,NFC,NOR,33,11,16,16,422,670,5177,43,19,15,5,1,0,0,0,0,0.0,0,
QB,Robert Griffin III%\GrifRo01,NFC,WAS,22,Rook,15,15,258,393,3200,20,5,120,815,7,0,0,0,0,0.0,0,
QB,Andrew Luck +\LuckAn00,AFC,IND,23,Rook,16,16,339,627,4374,23,18,62,255,5,0,0,0,0,0.0,0,
QB,Eli Manning +\MannEl00,NFC,NYG,31,8,16,16,321,536,3948,26,15,20,30,0,0,0,0,0,0.0,0,
QB,Matt Ryan%\RyanMa00,NFC,ATL,27,4,16,16,422,615,4719,32,14,34,141,1,0,0,0,0,0.0,0,
QB,Matt Schaub\SchaMa00,AFC,HOU,31,8,16,16,350,544,4008,22,12,21,-9,0,1,-6,0,0,0.0,0,
QB,Russell Wilson +\WilsRu00,NFC,SEA,24,Rook,16,16,252,393,3118,26,10,94,489,4,0,0,0,0,0.0,0,
RB,Adrian Peterson\PeteAd01,NFC,MIN,27,5,16,16,0,0,0,0,0,348,2097,12,40,217,1,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm
RB,Marshawn Lynch\LyncMa00,NFC,SEA,26,5,16,15,0,0,0,0,0,315,1590,11,23,196,1,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm
RB,Arian Foster\FostAr00,AFC,HOU,26,3,16,16,0,0,0,0,0,351,1424,15,40,217,2,0,0.0,0,PFW: 1st Tm All-Conf. SN: 1st Tm
RB,Jamaal Charles\CharJa00,AFC,KAN,26,4,16,15,0,0,0,0,0,285,1509,5,35,236,1,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
RB,C.J. Spiller+\SpilC.00,AFC,BUF,25,2,16,9,0,0,0,0,0,207,1244,6,43,459,2,0,0.0,0,PFF: 2nd Tm
RB,Frank Gore%\GoreFr00,NFC,SFO,29,7,16,16,0,0,0,0,0,258,1214,8,28,234,1,0,0.0,0,
RB,Doug Martin +\MartDo00,NFC,TAM,23,Rook,16,16,0,0,0,0,0,319,1454,11,49,472,1,0,0.0,0,
RB,Ray Rice%\RiceRa00,AFC,BAL,25,4,16,16,0,0,0,0,0,257,1143,9,61,478,1,0,0.0,0,
FB,Vonta Leach%\LeacVo00,AFC,BAL,31,8,16,13,0,0,0,0,0,9,32,1,21,143,0,0,0.0,0,AP: 1st Tm PFF: 1st Tm
FB,Jerome Felton\FeltJe00,NFC,MIN,26,4,16,7,0,0,0,0,0,0,0,0,3,35,0,0,0.0,0,AP: 2nd Tm
FB,Marcel Reece +\ReecMa00,AFC,OAK,27,4,16,14,0,0,0,0,0,59,271,0,52,496,1,0,0.0,0,PFF: 2nd Tm
WR,Calvin Johnson %\JohnCa00,NFC,DET,27,5,16,16,0,0,0,0,0,0,0,0,122,1964,5,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm
