Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams
RB,Michael Turner\TurnMi00,NFC,ATL,26,4,16,16,0,0,0,0,0,376,1699,17,6,41,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm
ROLB,DeMarcus Ware\WareDe99,NFC,DAL,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,69,20.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm
RB,Adrian Peterson\PeteAd01,NFC,MIN,23,1,16,15,0,0,0,0,0,363,1760,10,21,125,0,0,0.0,0,AP: 1st Tm FW: 1st Tm SN: 1st Tm
LILB,Ray Lewis\LewiRa00,AFC,BAL,33,12,16,16,0,0,0,0,0,0,0,0,0,0,0,85,3.5,3,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm
QB,Peyton Manning\MannPe00,AFC,IND,32,10,16,16,371,555,4002,27,12,20,21,1,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm
C,Kevin Mawae\MawaKe00,AFC,TEN,37,14,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm
LDE,Justin Tuck\TuckJu20,NFC,NYG,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,51,12.0,1,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm
RDT,Kevin Williams\WillKe98,NFC,MIN,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,47,8.5,0,PFW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm
QB,Drew Brees\BreeDr00,NFC,NOR,29,7,16,16,413,635,5069,34,17,22,-1,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm
NT,Kris Jenkins\JenkKr00,AFC,NYJ,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,37,3.5,0,PFW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm
C,Shaun O'Hara\OHarSh20,NFC,NYG,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm
ROLB,Joey Porter\PortJo00,AFC,MIA,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,37,17.5,0,PFW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm
,Brendon Ayanbadejo\AyanBr99,AFC,BAL,32,5,16,0,0,0,0,0,0,0,0,0,0,0,0,15,1.0,0,PFW: 1st Tm All-Conf. FW: 1st Tm
RDE,Mario Williams\WillMa22,AFC,HOU,23,2,16,16,0,0,0,0,0,0,0,0,0,0,0,44,12.0,0,PFW: 1st Tm All-Conf. SN: 1st Tm
RDE,Julius Peppers\PeppJu99,NFC,CAR,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,40,14.5,0,AP: 2nd Tm SN: 1st Tm
RDE,Jared Allen\AlleJa22,NFC,MIN,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,41,14.5,0,AP: 1st Tm
MLB,Jon Beason\BeasJo99,NFC,CAR,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,110,0.0,3,AP: 1st Tm
FB,Le'Ron McClain\McClLe00,AFC,BAL,24,1,16,16,0,0,0,0,0,232,902,10,19,123,1,0,0.0,0,AP: 1st Tm
,Leon Washington\WashLe00,AFC,NYJ,26,2,16,1,0,0,0,0,0,76,448,6,47,355,2,1,0.0,0,AP: 1st Tm
FS,Nick Collins\CollNi20,NFC,GNB,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,60,0.0,7,PFW: 1st Tm All-Conf. AP: 2nd Tm
LG,Kris Dielman\DielKr20,AFC,SDG,27,5,15,15,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
LG,Alan Faneca\FaneAl00,AFC,NYJ,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
,Clifton Smith\SmitCl22,NFC,TAM,23,Rook,9,0,0,0,0,0,0,8,40,0,4,24,0,5,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
WR,Wes Welker\WelkWe00,AFC,NWE,27,4,16,14,0,0,0,0,0,3,26,0,111,1165,3,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
MLB,Patrick Willis\WillPa98,NFC,SFO,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,109,1.0,1,PFW: 1st Tm All-Conf. AP: 2nd Tm
SS,Adrian Wilson\WilsAd99,NFC,ARI,29,7,15,14,0,0,0,0,0,0,0,0,0,0,0,60,2.5,2,PFW: 1st Tm All-Conf. AP: 2nd Tm
LCB,Antoine Winfield\WinfAn20,NFC,MIN,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,82,2.0,2,PFW: 1st Tm All-Conf. AP: 2nd Tm
TE,Jason Witten\WittJa00,NFC,DAL,26,5,16,16,1,1,42,0,0,0,0,0,81,952,4,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
LCB,Charles Woodson\WoodCh00,NFC,GNB,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,51,3.0,7,PFW: 1st Tm All-Conf. AP: 2nd Tm
,John Carney\carnejoh01,NFC,NYG,44,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf. AP: 2nd Tm
RLB,Lance Briggs\BrigLa99,NFC,CHI,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,90,0.5,3,PFW: 1st Tm All-Conf.
RB,Chris Johnson\JohnCh04,AFC,TEN,23,Rook,15,14,0,0,0,0,0,251,1228,9,43,260,1,0,0.0,0,PFW: 1st Tm All-Conf.
RB,Thomas Jones\JoneTh00,AFC,NYJ,30,8,16,14,0,0,0,0,0,290,1312,13,36,207,2,0,0.0,0,PFW: 1st Tm All-Conf.
,Robert Mathis\MathRo20,AFC,IND,27,5,15,2,0,0,0,0,0,0,0,0,0,0,0,36,11.5,0,PFW: 1st Tm All-Conf.
,Sean Morey\MoreSe00,NFC,ARI,32,9,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0.0,0,PFW: 1st Tm All-Conf.
NT,Jay Ratliff\RatlJa20,NFC,DAL,27,3,16,16,0,0,0,0,0,0,0,0,0,0,0,33,7.5,0,PFW: 1st Tm All-Conf.
WR,Roddy White\WhitRo00,NFC,ATL,27,3,16,15,0,0,0,0,0,2,4,0,88,1382,7,0,0.0,0,PFW: 1st Tm All-Conf.
LILB,James Farrior\FarrJa99,AFC,PIT,33,11,16,16,0,0,0,0,0,0,0,0,0,0,0,89,3.5,0,AP: 2nd Tm
LT,Walter Jones\JoneWa00,NFC,SEA,34,11,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 2nd Tm
LT,Jason Peters\PeteJa21,AFC,BUF,26,4,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 2nd Tm
RB,Clinton Portis\PortCl00,NFC,WAS,27,6,16,16,0,0,0,0,0,342,1487,9,28,218,0,0,0.0,0,AP: 2nd Tm
WR,Steve Smith\SmitSt01,NFC,CAR,29,7,14,14,0,0,0,0,0,5,40,0,78,1421,6,0,0.0,0,AP: 2nd Tm
ROLB,Terrell Suggs\SuggTe99,AFC,BAL,26,5,16,16,0,0,0,0,0,0,0,0,0,0,0,54,8.0,2,AP: 2nd Tm
LT,Joe Thomas\ThomJo28,AFC,CLE,24,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 2nd Tm
LT,Flozell Adams\AdamFl00,NFC,DAL,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RCB,Ronde Barber\BarbRo00,NFC,TAM,33,11,16,16,0,0,0,0,0,0,0,0,0,0,0,67,2.0,4,
WR,Anquan Boldin\BoldAn00,NFC,ARI,28,5,12,11,0,0,0,0,0,9,67,0,89,1038,11,0,0.0,0,
RLB,Derrick Brooks\BrooDe00,NFC,TAM,35,13,16,16,0,0,0,0,0,0,0,0,0,0,0,58,0.0,1,
LT,Jammal Brown\BrowJa55,NFC,NOR,27,3,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RB,Ronnie Brown\BrowRo05,AFC,MIA,27,3,16,13,2,3,41,1,0,214,916,10,33,254,0,0,0.0,0,
QB,Kerry Collins\CollKe00,AFC,TEN,36,13,16,15,242,415,2676,12,7,25,49,0,0,0,0,0,0.0,0,
TE,Chris Cooley\CoolCh00,NFC,WAS,26,4,16,16,0,0,0,0,0,0,0,0,83,849,1,0,0.0,0,
QB,Jay Cutler\CutlJa00,AFC,DEN,25,2,16,16,384,616,4526,25,18,57,200,2,0,0,0,0,0.0,0,
TE,Owen Daniels\DaniOw00,AFC,HOU,26,2,16,16,0,0,0,0,0,0,0,0,70,862,2,0,0.0,0,
RG,Leonard Davis\DaviLe21,NFC,DAL,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
FS,Brian Dawkins\DawkBr00,NFC,PHI,35,12,16,16,0,0,0,0,0,0,0,0,0,0,0,64,3.0,1,
,Zak DeOssie\DeOsZa99,NFC,NYG,24,1,16,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0,
QB,Brett Favre\FavrBr00,AFC,NYJ,39,17,16,16,343,522,3472,22,22,21,43,1,0,2,0,0,0.0,0,
,Jeff Feagles\FeagJe20,NFC,NYG,42,20,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
RDE,Dwight Freeney\FreeDw00,AFC,IND,28,6,15,14,0,0,0,0,0,0,0,0,0,0,0,24,10.5,0,
TE,Antonio Gates\GateAn00,AFC,SDG,28,5,16,16,0,0,0,0,0,0,0,0,60,704,8,0,0.0,0,
C,Andre Gurode\GuroAn20,NFC,DAL,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RCB,Al Harris\HarrAl21,NFC,GNB,34,10,12,12,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0,
SS,Chris Hope\HopeCh21,AFC,TEN,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,63,1.0,4,
RG,Davin Joseph\JoseDa20,NFC,TAM,25,2,12,12,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
LT,Jake Long\LongJa20,AFC,MIA,23,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RB,Marshawn Lynch\LyncMa00,AFC,BUF,22,1,15,15,0,0,0,0,0,250,1036,8,47,300,1,0,0.0,0,
C,Nick Mangold\MangNi20,AFC,NYJ,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
QB,Eli Manning\MannEl00,NFC,NYG,27,4,16,16,289,479,3238,21,10,20,10,1,0,0,0,0,0.0,0,
WR,Brandon Marshall\MarsBr00,AFC,DEN,24,2,15,15,0,0,0,0,0,2,-4,0,104,1265,6,0,0.0,0,
RLB,Julian Peterson\PeteJu00,NFC,SEA,30,8,16,15,0,0,0,0,0,0,0,0,0,0,0,65,5.0,0,
,Ryan Pontbriand\PontRy20,AFC,CLE,29,5,16,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,
LCB,Darrelle Revis\ReviDa99,AFC,NYJ,23,1,16,16,0,0,0,0,0,0,0,0,0,-1,0,45,1.0,5,
NT,Shaun Rogers\RogeSh99,AFC,CLE,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,60,4.5,0,
LCB,Asante Samuel\SamuAs20,NFC,PHI,27,5,15,15,0,0,0,0,0,0,0,0,0,0,0,32,0.0,4,
LT,Chris Samuels\SamuCh00,NFC,WAS,31,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FB,Mike Sellers\SellMi00,NFC,WAS,33,10,16,6,0,0,0,0,0,6,24,0,12,98,1,11,0.0,0,
QB,Kurt Warner\WarnKu00,NFC,ARI,37,10,16,16,401,598,4583,30,14,18,-2,0,0,0,0,0,0.0,0,
LG,Brian Waters\WateBr55,AFC,KAN,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
WR,Reggie Wayne\WaynRe00,AFC,IND,30,7,16,16,0,0,0,0,0,0,0,0,82,1145,6,0,0.0,0,
C,Casey Wiegmann\WiegCa20,AFC,DEN,35,11,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
LDT,Pat Williams\WillPa20,NFC,MIN,36,11,14,14,0,0,0,0,0,0,0,0,0,0,0,31,1.0,0,
